fiscal_year,site_no,spot_no,survey_date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
2020,11,11,2020-11-02,0.5,0,0,0,0
2020,11,12,2020-11-02,40,0,0,0,0
2020,11,13,2020-11-02,10,0,0,0,0
2020,11,14,2020-11-02,2.5,0,0,0,0
2020,11,15,2020-11-02,0.5,0,0,0,0
2020,11,16,2020-11-02,20,0,0,0,0
2020,11,17,2020-11-02,70,0,0,0,0
2020,11,18,2020-11-02,2.5,0,0,0,0
2020,11,19,2020-11-22,60,0,0,0,0
2020,11,20,2020-11-22,10,0,0,0,0
2020,11,21,2020-11-22,10,0,0,2.5,0
2020,11,22,2020-11-22,2.5,0,0,0,0
2020,11,23,2020-11-22,10,0,0,0,0
2020,11,24,2020-11-22,60,0,0,0,0
2020,11,25,2020-11-22,20,0,0,0,0
2020,11,26,2020-11-22,10,0,0,0,0
2020,11,27,2020-11-22,70,0,0,0,0
2020,11,28,2020-11-22,30,0,0,0,0
2020,11,29,2020-11-22,40,0,0,0,0
2020,11,30,2020-11-06,40,0,0,0,0
2020,11,31,2020-11-06,50,0,0,0,0
2020,11,32,2020-11-06,20,0,0,0,0
2020,11,33,2020-11-06,10,0,0,0,0
2020,12,1,2020-11-06,0.5,0,0,0,0
2020,12,2,2020-11-06,2.5,0,0,0,0
2020,12,3,2020-11-06,2.5,0,0,0,0
2020,12,4,2020-11-06,2.5,0,0,0,0
2020,12,5,2020-11-06,40,0,0,0,0
2020,12,6,2020-11-06,0.5,0,0,0,0
2020,12,7,2020-11-17,2.5,0,0,0,0
2020,12,8,2020-11-17,20,0,0,0,0
2020,12,9,2020-11-17,10,0,0,0,0
2020,12,10,2020-11-17,20,0,0,0,0
2020,12,11,2020-11-17,10,0,0,0,0
2020,12,12,2020-11-17,50,0,0,0,0
2020,12,13,2020-11-17,40,0,0,0,0
2020,12,14,2020-11-17,30,0,0,0,0
2020,12,15,2020-11-17,30,0,0,0,0
2020,12,16,2020-12-07,60,0,0,0,0
2020,12,17,2020-11-07,40,0,0,0,0
2020,12,18,2020-11-15,60,0,0,0,0
2020,12,19,2020-11-15,20,0,0,0,0
2020,12,20,2020-11-15,50,0,0,0,0
2020,12,21,2020-11-15,10,0,0,0,0
2020,12,22,2020-11-15,2.5,0,0,0,0
2020,12,23,2020-11-15,0.5,0,0,0,0
2020,12,24,2020-11-15,60,0,0,0,0
2020,12,25,2020-11-15,10,0,0,0,0
2020,12,26,2020-11-15,0.5,0,0,0,0
2020,12,27,2020-11-07,20,0,0,0,0
2020,12,28,2020-11-07,30,0,0,0,0
2020,12,29,2021-01-25,20,0,0,0,0
2020,12,30,2021-01-25,20,0,0,0,0
2020,12,31,2021-01-25,30,0,0,0,0
2020,12,32,2021-01-25,10,0,0,0,0
2020,12,33,2020-12-23,30,0,0,0,0
2020,12,34,2020-12-23,10,0,0,0,0
2020,12,35,2020-11-21,10,0,0,0,0
2020,12,36,2020-12-23,20,0,0,0,0
2020,12,37,2020-11-21,10,0,0,0,0
2020,12,38,2020-12-17,2.5,0,0,0,0
2020,12,39,2020-12-17,10,0,0,0,0
2020,12,40,2020-12-17,70,0,0,0,0
2020,12,41,2020-11-21,10,0,0,0,0
2020,12,42,2020-11-21,20,0,0,0,0
2020,12,43,2020-11-06,2.5,0,0,0,0
2020,12,44,2020-11-06,50,0,0,0,0
2020,13,27,2020-11-15,10,22,22.5,1,0.5
2020,13,28,2020-11-15,40,36.5,26.5,1.5,1.5
2020,13,31,2020-11-15,60,29.5,31,2,3.5
2020,13,32,2020-11-15,2.5,12.5,7.5,0,0
2020,13,35,2020-11-06,50,27.5,32,0,0.5
2020,13,36,2020-11-08,60,22.5,23.5,1,1
2020,13,42,2020-11-13,20,52.5,40,1,1.5
2020,13,43,2020-11-13,20,45,45,1.5,1.5
2020,13,44,2020-11-13,10,39.5,42,1,1
2020,13,49,2020-11-08,10,29,24.5,2.5,3
2020,13,50,2020-11-07,10,15.25,17.75,0.75,0.75
2020,13,51,2020-11-18,2.5,23.5,20.5,0.5,0.5
2020,13,52,2020-11-18,10,30,22.5,1,1
2020,13,53,2020-11-18,20,35,32,1,1
2020,13,62,2020-11-06,50,25.5,25,1.5,2
2020,13,63,2020-11-06,50,24.5,29.5,2,2.5
2020,13,64,2020-11-06,50,20.5,21,5,3.5
2020,13,65,2020-11-06,70,23.5,28.5,1,1
2020,13,67,2020-11-13,20,52.5,47.5,1,1
2020,13,68,2020-11-15,20,27.5,22.5,1,1
2020,13,71,2020-10-28,40,20,15,1.5,1.5
2020,13,72,2020-10-28,50,25,18.5,1,1
2020,13,73,2020-10-28,30,21,12.5,1,1
2020,13,74,2020-10-28,20,23,17,1.5,1.5
2020,13,75,2020-11-07,40,24,15.5,1,2
2020,13,110,2020-11-15,10,22,19.5,1,1
2020,13,112,2020-11-13,20,40,30,1,1
2020,13,116,2020-10-28,40,29,28,6,7
2020,14,46,2020-11-01,2.5,62.5,55,1.5,1
2020,14,47,2020-11-13,2.5,67.5,37.5,1,1
2020,14,54,2020-11-18,10,40,20,1,1
2020,14,76,2020-11-18,10,27.5,27.5,1,1
2020,14,77,2020-11-16,10,72.5,67,1,1
2020,14,78,2020-11-12,2.5,70,72.5,1,1
2020,14,79,2020-10-30,2.5,75,77.5,2.5,2.5
2020,14,80,2020-11-12,10,74,65,1.5,0.5
2020,14,81,2020-11-12,2.5,42.5,50,1,1
2020,14,82,2020-11-12,10,40,32,1,1
2020,14,83,2020-11-12,2.5,64.5,60,1,0.5
2020,14,84,2020-10-30,20,70,69.5,1.5,2.5
2020,14,87,2020-11-18,20,39,30,1,1
2020,14,88,2020-11-16,10,22,17,1,1
2020,14,89,2020-11-21,2.5,81.5,88,3.5,2
2020,14,90,2020-11-21,2.5,52.5,30,1,1
2020,14,93,2020-10-30,2.5,70,70,1,1
2020,14,109,2020-11-20,2.5,66,62.5,1,1
2020,14,114,2020-11-20,10,69.5,69.5,1.5,1.5
2020,14,115,2020-11-12,10,76,73,1.5,1
2020,15,4,2020-11-02,2.5,90,95,1,1
2020,15,5,2020-11-02,2.5,85,82.5,1,1
2020,15,19,2020-11-02,10,72.5,72.5,1,1
2020,15,20,2020-11-02,10,76.5,66.5,1,1
2020,15,22,2020-11-08,10,63.5,43,2,0.5
2020,15,23,2020-11-05,2.5,20,27.5,0,0
2020,15,24,2020-11-05,10,55,50,1,0.5
2020,15,25,2020-11-05,10,30,30,0,0
2020,15,37,2020-11-06,40,30,23.5,1.5,1.5
2020,15,38,2020-11-02,10,65,60.5,1,1.5
2020,15,39,2020-11-08,20,69.5,27.5,2,0.5
2020,15,40,2020-11-05,20,44.5,47,1,0.5
2020,15,41,2020-11-05,20,45,49,1,1
2020,15,58,2020-10-31,40,70,74.5,1.5,1.5
2020,15,59,2020-10-31,70,70,70,1,1
2020,15,60,2020-10-31,70,76.5,79,1,1
2020,15,61,2020-10-31,10,75,0,0,
2020,15,66,2020-11-08,20,35,34.5,1.5,2.5
2020,15,104,2020-10-31,10,50.5,34.5,1.5,0.5
2020,15,106,2020-11-02,20,72,67,1,1.5
2020,15,107,2020-11-08,50,30,27,1.5,2
2020,15,108,2020-11-08,60,36,38.5,6.5,7
2020,15,111,2020-11-05,20,34.5,34,0.5,1
2020,15,113,2020-10-31,30,85.5,82.5,1.5,1.5
2020,16,1,2020-10-26,2.5,71.5,76.5,2,1.5
2020,16,2,2020-10-30,20,75,74.5,1.5,1.5
2020,16,3,2020-10-30,10,82,81.5,2,2.5
2020,16,6,2020-11-01,10,73.5,53.5,1,2
2020,16,7,2020-11-17,40,69.5,67,2,1.5
2020,16,8,2020-11-17,10,54,51,3.5,4
2020,16,9,2020-11-17,40,28.5,30,1.5,2
2020,16,10,2020-11-17,30,23.5,28,2,0.5
2020,16,11,2020-11-01,2.5,68,72,1,0.5
2020,16,12,2020-10-27,20,78,76,3,2.5
2020,16,13,2020-10-27,10,76,80,4,5
2020,16,14,2020-10-27,2.5,79,64.5,3.5,5.5
2020,16,15,2020-10-27,10,87.5,85.5,3.5,3
2020,16,16,2020-11-01,2.5,66,58.5,6,10
2020,16,17,2020-11-01,10,76,58.5,1.5,2
2020,16,45,2020-10-30,10,81.5,74,2,2
2020,16,69,2020-11-17,20,22.5,22.5,1.5,2
2020,16,70,2020-11-17,10,40.5,35.5,1,2
2020,16,85,2020-11-01,40,67.5,59.5,1.5,1
2020,16,94,2020-10-26,20,81,84.5,5,4
2020,16,95,2020-10-26,30,74.5,79,2.5,2
2020,16,96,2020-10-26,10,74,77.5,2,1
2020,16,97,2020-10-26,2.5,72,70.5,2,0.5
2020,16,98,2020-10-26,20,76.5,79.5,4,3.5
2020,16,99,2020-10-26,30,85,85,4,3
2020,16,100,2020-10-26,10,78,78,3.5,3
2020,16,101,2020-10-27,10,84.5,78,4,7.5
2020,16,102,2020-10-27,10,83.5,88,2,3.5
2020,16,103,2020-10-25,10,78.5,81,5,5
2020,16,105,2020-10-26,20,78,78,5,5
2020,17,120,2020-10-28,40,23,17.5,2,2.5
2020,17,121,2020-10-28,40,29,24,1.5,1.5
2020,17,122,2020-10-29,50,46.5,46.5,3.5,3.5
2020,17,123,2020-10-28,2.5,17.5,20,1,1
2020,17,124,2020-10-28,20,20.5,18,1,1
2020,17,125,2020-10-28,30,18.5,21,1.5,1.5
2020,17,126,2020-10-29,60,30,31,3,4
2020,17,126',2020-10-29,50,10,0,0,
2020,17,127,2020-10-29,30,75,87.5,0,7.5
2020,17,127',2020-10-29,30,82.5,90,5,5
2020,17,129,2020-10-29,90,2.5,0,0,
2020,17,130,2020-11-07,60,59.5,64.5,3,3
2020,17,131,2020-11-07,30,40,0,60,
2020,17,132,2020-11-07,20,85,80,1,1
2020,17,133,2020-10-25,40,85,80,5,5
2020,17,134,2020-10-25,30,30,0,0,
2020,17,135,2020-10-25,40,81,82.5,4,5
2020,17,136,2020-10-25,30,77.5,77.5,5,5
2020,17,137,2020-10-25,20,87.5,87.5,5,5
2020,17,138,2020-10-29,30,80,85,10,10
2020,17,139,2020-10-29,10,46,38.5,4,4
2020,17,141,2020-10-28,50,26.5,18,1.5,1
2020,17,142,2020-10-28,30,25.5,18,2,2
2020,18,1,2020-11-12,50,0.5,0,0,0
2020,18,2,2020-11-11,60,2.5,0.5,0.5,0.5
2020,18,3,2020-11-12,60,2.5,0,0.5,0
2020,18,4,2020-11-12,50,10,2.5,2.5,0.5
2020,18,5,2020-11-11,40,10,10,0.5,0.5
2020,18,6,2020-12-23,30,2.5,10,0.5,2.5
2020,18,7,2020-12-23,20,0.5,0,0,0
2020,18,8,2020-12-23,60,2.5,2.5,0.5,0.5
2020,18,9,2020-11-11,30,20,30,2.5,10
2020,18,10,2020-11-11,20,30,60,2.5,10
2020,18,11,2020-11-11,20,20,90,0.5,0.5
2020,18,12,2020-11-12,80,70,70,30,30
2020,19,1,2020-10-26,2.5,0,0,0,0
2020,19,2,2020-11-06,2.5,0,0,0,0
2020,19,3,2020-07-21,2.5,0,0,0,0
2020,19,4,2020-07-21,2.5,0,0,0,0
2020,19,5,2020-12-01,2.5,0,0,0,0
2020,19,6,2020-10-28,10,0,0,0,0
2020,21,1,2020-12-02,2.5,2.5,2.5,0,0
2020,21,2,2021-01-15,40,0,0,0,0
2020,21,3,2021-01-17,20,10,0,0,0
2020,21,4,2020-12-19,20,2.5,0,2.5,0
2020,21,5,2020-12-19,60,30,40,2.5,2.5
2020,21,6,2020-12-23,10,30,0,0,0
2020,21,7,2020-12-23,5,0,0,0,0
2020,21,8,2021-01-15,30,2.5,0,2.5,0
2020,21,9,2020-12-07,20,2.5,0.5,0.5,0
2020,21,11,2021-01-09,20,2.5,2.5,0,0
2020,21,12,2020-12-04,10,2.5,0,2.5,0
2020,21,13,2020-11-28,60,0,0,0,0
2020,21,14,2020-06-13,20,0,0,0,0
2020,21,15,2020-12-07,50,2.5,0,2.5,0
2020,21,16,2020-12-21,10,2.5,5,0,0
2020,21,17,2020-12-21,2.5,0,0,0,0
2020,21,18,2020-11-12,60,10,100,2.5,0
2020,22,1,2020-10-20,40,2.5,0,0,0
2020,22,2,2021-01-11,10,0,0,0,0
2020,22,3,2021-01-11,20,0,0,0,0
2020,22,4,2020-11-05,40,0,0,0,0
2020,22,5,2020-11-05,20,0,0,0,0
2020,22,6,2021-01-11,30,0,0,0,0
2020,22,7,2020-11-16,50,2.5,2.5,0,0
2020,22,8,2020-10-16,30,2.5,2.5,0,0
2020,22,9,2020-10-16,2.5,0,0,0,0
2020,22,10,2020-12-02,30,0,0,0,0
2020,22,11,2020-12-02,20,2.5,0,0,0
2020,22,12,2020-10-29,30,2.5,2.5,0,0
2020,22,13,2020-10-29,40,2.5,2.5,0,0
2020,22,14,2020-10-29,30,0,0,0,0
2020,22,15,2020-10-29,30,0,0,0,0
2020,22,16,2020-10-29,2.5,0,0,0,0
2020,22,17,2020-10-04,10,20,30,2.5,2.5
2020,22,18,2020-10-04,20,10,20,2.5,2.5
2020,22,19,2020-10-04,30,30,20,2.5,2.5
2020,22,20,2020-10-04,2.5,2.5,0,2.5,0
2020,22,21,2020-12-06,40,2.5,2.5,2.5,2.5
2020,22,22,2020-12-06,30,2.5,2.5,2.5,2.5
2020,22,23,2020-12-06,20,2.5,0,0,0
2020,22,24,2020-12-06,10,2.5,0,0,0
2020,22,25,2020-12-06,2.5,2.5,0,0,0
2020,22,32,2020-12-19,2.5,0,0,0,0
2020,22,33,2020-12-19,2.5,0,0,0,0
2020,22,34,2020-12-19,2.5,0,0,0,0
2020,22,35,2020-10-05,,2.5,0,0,0
2020,22,36,2020-10-05,,2.5,0,0,0
2020,22,37,2020-10-05,,2.5,0,0,0
2020,22,38,2020-10-05,,20,0,2.5,0
2020,23,1,2020-11-16,2.5,0,0,0,0
2020,23,2,2020-11-16,2.5,0,0,0,0
2020,23,3,2020-11-16,20,0,0,0,0
2020,23,4,2020-11-16,2.5,0,0,0,0
2020,23,5,2020-11-16,20,0,0,0,0
2020,23,6,2020-11-29,80,0,0,0,0
2020,23,7,2020-11-29,40,0,0,0,0
2020,23,9,2020-11-14,2.5,0,0,0,0
2020,23,10,2020-11-14,2.5,2.5,0,0,0
2020,23,11,2020-12-20,2.5,2.5,0,0,0
2020,23,12,2020-12-20,2.5,2.5,0,0,0
2020,23,13,2020-11-26,2.5,0,0,0,0
2020,23,14,2020-11-26,2.5,0,0,0,0
2020,23,15,2020-11-22,60,0,0,0,0
2020,23,16,2020-11-15,50,0,0,0,0
2020,23,17,2020-11-15,40,0,0,0,0
2020,23,18,2020-11-15,2.5,0,0,0,0
2020,24,1,2020-11-05,2.5,0,0,0,0
2020,24,2,2020-11-05,40,5,5,0,0
2020,24,3,2020-11-05,30,5,5,0,0
2020,24,4,2020-11-05,2.5,0,0,0,0
2020,24,5,2020-10-21,30,5,5,0,0
2020,24,6,2020-10-21,2.5,0,0,0,0
2020,24,7,2020-10-21,40,5,5,0,0
2020,24,8,2020-10-21,30,5,5,0,0
2020,24,9,2020-10-29,20,5,5,0,0
2020,24,10,2020-10-29,50,5,5,0,0
2020,24,11,2020-10-12,80,0,0,0,0
2020,24,12,2020-10-29,30,5,5,0,0
2020,24,13,2020-10-12,20,5,5,0,0
2020,24,14,2020-10-12,20,5,5,0,0
2020,24,15,2020-10-29,20,0,0,0,0
