プロット タイトル: site09_spot005_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291290, SEN S/N: 20291290)",カプラー取り外し (LGR S/N: 20291290),カプラー取り付け (LGR S/N: 20291290),ホスト接続 (LGR S/N: 20291290),停止済み (LGR S/N: 20291290),ファイルの終わり (LGR S/N: 20291290)
1,01/10/23 09:00:00 午前,20.793,記録,,,,
2,01/10/23 10:00:00 午前,21.39,,,,,
3,01/10/23 11:00:00 午前,23.93,,,,,
4,01/10/23 12:00:00 午後,24.363,,,,,
5,01/10/23 01:00:00 午後,24.557,,,,,
6,01/10/23 02:00:00 午後,25.089,,,,,
7,01/10/23 03:00:00 午後,21.987,,,,,
8,01/10/23 04:00:00 午後,22.968,,,,,
9,01/10/23 05:00:00 午後,23.304,,,,,
10,01/10/23 06:00:00 午後,22.968,,,,,
11,01/10/23 07:00:00 午後,23.016,,,,,
12,01/10/23 08:00:00 午後,23.064,,,,,
13,01/10/23 09:00:00 午後,23.088,,,,,
14,01/10/23 10:00:00 午後,23.064,,,,,
15,01/10/23 11:00:00 午後,23.016,,,,,
16,01/11/23 12:00:00 午前,23.112,,,,,
17,01/11/23 01:00:00 午前,23.016,,,,,
18,01/11/23 02:00:00 午前,23.112,,,,,
19,01/11/23 03:00:00 午前,23.208,,,,,
20,01/11/23 04:00:00 午前,23.256,,,,,
21,01/11/23 05:00:00 午前,23.232,,,,,
22,01/11/23 06:00:00 午前,23.232,,,,,
23,01/11/23 07:00:00 午前,23.232,,,,,
24,01/11/23 08:00:00 午前,23.16,,,,,
25,01/11/23 09:00:00 午前,23.16,,,,,
26,01/11/23 10:00:00 午前,23.16,,,,,
27,01/11/23 11:00:00 午前,23.184,,,,,
28,01/11/23 12:00:00 午後,23.208,,,,,
29,01/11/23 01:00:00 午後,23.232,,,,,
30,01/11/23 02:00:00 午後,23.304,,,,,
31,01/11/23 03:00:00 午後,23.521,,,,,
32,01/11/23 04:00:00 午後,23.497,,,,,
33,01/11/23 05:00:00 午後,23.448,,,,,
34,01/11/23 06:00:00 午後,23.4,,,,,
35,01/11/23 07:00:00 午後,23.112,,,,,
36,01/11/23 08:00:00 午後,23.112,,,,,
37,01/11/23 09:00:00 午後,23.136,,,,,
38,01/11/23 10:00:00 午後,23.136,,,,,
39,01/11/23 11:00:00 午後,23.16,,,,,
40,01/12/23 12:00:00 午前,23.136,,,,,
41,01/12/23 01:00:00 午前,23.112,,,,,
42,01/12/23 02:00:00 午前,23.064,,,,,
43,01/12/23 03:00:00 午前,23.04,,,,,
44,01/12/23 04:00:00 午前,23.064,,,,,
45,01/12/23 05:00:00 午前,23.208,,,,,
46,01/12/23 06:00:00 午前,23.184,,,,,
47,01/12/23 07:00:00 午前,22.992,,,,,
48,01/12/23 08:00:00 午前,23.064,,,,,
49,01/12/23 09:00:00 午前,23.016,,,,,
50,01/12/23 10:00:00 午前,23.016,,,,,
51,01/12/23 11:00:00 午前,23.016,,,,,
52,01/12/23 12:00:00 午後,23.088,,,,,
53,01/12/23 01:00:00 午後,23.136,,,,,
54,01/12/23 02:00:00 午後,23.088,,,,,
55,01/12/23 03:00:00 午後,23.136,,,,,
56,01/12/23 04:00:00 午後,23.184,,,,,
57,01/12/23 05:00:00 午後,23.16,,,,,
58,01/12/23 06:00:00 午後,23.16,,,,,
59,01/12/23 07:00:00 午後,23.064,,,,,
60,01/12/23 08:00:00 午後,23.064,,,,,
61,01/12/23 09:00:00 午後,23.112,,,,,
62,01/12/23 10:00:00 午後,23.112,,,,,
63,01/12/23 11:00:00 午後,23.064,,,,,
64,01/13/23 12:00:00 午前,23.064,,,,,
65,01/13/23 01:00:00 午前,23.136,,,,,
66,01/13/23 02:00:00 午前,23.184,,,,,
67,01/13/23 03:00:00 午前,23.184,,,,,
68,01/13/23 04:00:00 午前,23.136,,,,,
69,01/13/23 05:00:00 午前,23.088,,,,,
70,01/13/23 06:00:00 午前,23.088,,,,,
71,01/13/23 07:00:00 午前,23.16,,,,,
72,01/13/23 08:00:00 午前,23.16,,,,,
73,01/13/23 09:00:00 午前,23.16,,,,,
74,01/13/23 10:00:00 午前,23.064,,,,,
75,01/13/23 11:00:00 午前,23.04,,,,,
76,01/13/23 12:00:00 午後,23.136,,,,,
77,01/13/23 01:00:00 午後,23.184,,,,,
78,01/13/23 02:00:00 午後,23.208,,,,,
79,01/13/23 03:00:00 午後,23.4,,,,,
80,01/13/23 04:00:00 午後,23.569,,,,,
81,01/13/23 05:00:00 午後,23.713,,,,,
82,01/13/23 06:00:00 午後,23.593,,,,,
83,01/13/23 07:00:00 午後,23.545,,,,,
84,01/13/23 08:00:00 午後,23.424,,,,,
85,01/13/23 09:00:00 午後,23.256,,,,,
86,01/13/23 10:00:00 午後,23.064,,,,,
87,01/13/23 11:00:00 午後,23.04,,,,,
88,01/14/23 12:00:00 午前,22.944,,,,,
89,01/14/23 01:00:00 午前,22.944,,,,,
90,01/14/23 02:00:00 午前,22.944,,,,,
91,01/14/23 03:00:00 午前,22.944,,,,,
92,01/14/23 04:00:00 午前,23.136,,,,,
93,01/14/23 05:00:00 午前,23.208,,,,,
94,01/14/23 06:00:00 午前,23.304,,,,,
95,01/14/23 07:00:00 午前,23.328,,,,,
96,01/14/23 08:00:00 午前,23.136,,,,,
97,01/14/23 09:00:00 午前,23.184,,,,,
98,01/14/23 10:00:00 午前,23.112,,,,,
99,01/14/23 11:00:00 午前,23.016,,,,,
100,01/14/23 12:00:00 午後,23.04,,,,,
101,01/14/23 01:00:00 午後,23.088,,,,,
102,01/14/23 02:00:00 午後,23.208,,,,,
103,01/14/23 03:00:00 午後,23.256,,,,,
104,01/14/23 04:00:00 午後,23.328,,,,,
105,01/14/23 05:00:00 午後,23.448,,,,,
106,01/14/23 06:00:00 午後,23.448,,,,,
107,01/14/23 07:00:00 午後,23.448,,,,,
108,01/14/23 08:00:00 午後,23.448,,,,,
109,01/14/23 09:00:00 午後,23.304,,,,,
110,01/14/23 10:00:00 午後,23.088,,,,,
111,01/14/23 11:00:00 午後,22.992,,,,,
112,01/15/23 12:00:00 午前,23.016,,,,,
113,01/15/23 01:00:00 午前,23.064,,,,,
114,01/15/23 02:00:00 午前,23.088,,,,,
115,01/15/23 03:00:00 午前,23.064,,,,,
116,01/15/23 04:00:00 午前,23.064,,,,,
117,01/15/23 05:00:00 午前,23.088,,,,,
118,01/15/23 06:00:00 午前,23.376,,,,,
119,01/15/23 07:00:00 午前,23.448,,,,,
120,01/15/23 08:00:00 午前,23.448,,,,,
121,01/15/23 09:00:00 午前,23.448,,,,,
122,01/15/23 10:00:00 午前,23.4,,,,,
123,01/15/23 11:00:00 午前,23.304,,,,,
124,01/15/23 12:00:00 午後,23.256,,,,,
125,01/15/23 01:00:00 午後,23.232,,,,,
126,01/15/23 02:00:00 午後,23.352,,,,,
127,01/15/23 03:00:00 午後,23.304,,,,,
128,01/15/23 04:00:00 午後,23.352,,,,,
129,01/15/23 05:00:00 午後,23.4,,,,,
130,01/15/23 06:00:00 午後,23.376,,,,,
131,01/15/23 07:00:00 午後,23.352,,,,,
132,01/15/23 08:00:00 午後,23.304,,,,,
133,01/15/23 09:00:00 午後,23.256,,,,,
134,01/15/23 10:00:00 午後,23.184,,,,,
135,01/15/23 11:00:00 午後,23.16,,,,,
136,01/16/23 12:00:00 午前,23.112,,,,,
137,01/16/23 01:00:00 午前,22.992,,,,,
138,01/16/23 02:00:00 午前,23.136,,,,,
139,01/16/23 03:00:00 午前,23.112,,,,,
140,01/16/23 04:00:00 午前,23.064,,,,,
141,01/16/23 05:00:00 午前,23.064,,,,,
142,01/16/23 06:00:00 午前,23.064,,,,,
143,01/16/23 07:00:00 午前,23.064,,,,,
144,01/16/23 08:00:00 午前,23.064,,,,,
145,01/16/23 09:00:00 午前,23.064,,,,,
146,01/16/23 10:00:00 午前,23.04,,,,,
147,01/16/23 11:00:00 午前,22.992,,,,,
148,01/16/23 12:00:00 午後,22.992,,,,,
149,01/16/23 01:00:00 午後,22.968,,,,,
150,01/16/23 02:00:00 午後,22.92,,,,,
151,01/16/23 03:00:00 午後,22.848,,,,,
152,01/16/23 04:00:00 午後,22.896,,,,,
153,01/16/23 05:00:00 午後,22.872,,,,,
154,01/16/23 06:00:00 午後,22.968,,,,,
155,01/16/23 07:00:00 午後,22.992,,,,,
156,01/16/23 08:00:00 午後,22.968,,,,,
157,01/16/23 09:00:00 午後,22.968,,,,,
158,01/16/23 10:00:00 午後,22.92,,,,,
159,01/16/23 11:00:00 午後,22.872,,,,,
160,01/17/23 12:00:00 午前,22.776,,,,,
161,01/17/23 01:00:00 午前,22.729,,,,,
162,01/17/23 02:00:00 午前,22.705,,,,,
163,01/17/23 03:00:00 午前,22.705,,,,,
164,01/17/23 04:00:00 午前,22.705,,,,,
165,01/17/23 05:00:00 午前,22.705,,,,,
166,01/17/23 06:00:00 午前,22.681,,,,,
167,01/17/23 07:00:00 午前,22.8,,,,,
168,01/17/23 08:00:00 午前,22.681,,,,,
169,01/17/23 09:00:00 午前,22.681,,,,,
170,01/17/23 10:00:00 午前,22.776,,,,,
171,01/17/23 11:00:00 午前,22.8,,,,,
172,01/17/23 12:00:00 午後,22.776,,,,,
173,01/17/23 01:00:00 午後,22.872,,,,,
174,01/17/23 02:00:00 午後,22.92,,,,,
175,01/17/23 03:00:00 午後,22.92,,,,,
176,01/17/23 04:00:00 午後,22.92,,,,,
177,01/17/23 05:00:00 午後,23.016,,,,,
178,01/17/23 06:00:00 午後,22.92,,,,,
179,01/17/23 07:00:00 午後,22.8,,,,,
180,01/17/23 08:00:00 午後,22.872,,,,,
181,01/17/23 09:00:00 午後,22.968,,,,,
182,01/17/23 10:00:00 午後,22.992,,,,,
183,01/17/23 11:00:00 午後,22.968,,,,,
184,01/18/23 12:00:00 午前,22.968,,,,,
185,01/18/23 01:00:00 午前,22.944,,,,,
186,01/18/23 02:00:00 午前,22.92,,,,,
187,01/18/23 03:00:00 午前,22.824,,,,,
188,01/18/23 04:00:00 午前,22.8,,,,,
189,01/18/23 05:00:00 午前,22.753,,,,,
190,01/18/23 06:00:00 午前,22.729,,,,,
191,01/18/23 07:00:00 午前,22.561,,,,,
192,01/18/23 08:00:00 午前,22.705,,,,,
193,01/18/23 09:00:00 午前,22.92,,,,,
194,01/18/23 10:00:00 午前,23.016,,,,,
195,01/18/23 11:00:00 午前,23.04,,,,,
196,01/18/23 12:00:00 午後,23.064,,,,,
197,01/18/23 01:00:00 午後,22.848,,,,,
198,01/18/23 02:00:00 午後,22.848,,,,,
199,01/18/23 03:00:00 午後,22.776,,,,,
200,01/18/23 04:00:00 午後,22.705,,,,,
201,01/18/23 05:00:00 午後,22.705,,,,,
202,01/18/23 06:00:00 午後,22.681,,,,,
203,01/18/23 07:00:00 午後,22.729,,,,,
204,01/18/23 08:00:00 午後,22.944,,,,,
205,01/18/23 09:00:00 午後,22.944,,,,,
206,01/18/23 10:00:00 午後,22.944,,,,,
207,01/18/23 11:00:00 午後,22.968,,,,,
208,01/19/23 12:00:00 午前,22.944,,,,,
209,01/19/23 01:00:00 午前,22.92,,,,,
210,01/19/23 02:00:00 午前,22.896,,,,,
211,01/19/23 03:00:00 午前,22.776,,,,,
212,01/19/23 04:00:00 午前,22.729,,,,,
213,01/19/23 05:00:00 午前,22.681,,,,,
214,01/19/23 06:00:00 午前,22.609,,,,,
215,01/19/23 07:00:00 午前,22.585,,,,,
216,01/19/23 08:00:00 午前,22.585,,,,,
217,01/19/23 09:00:00 午前,22.537,,,,,
218,01/19/23 10:00:00 午前,22.848,,,,,
219,01/19/23 11:00:00 午前,22.872,,,,,
220,01/19/23 12:00:00 午後,22.944,,,,,
221,01/19/23 01:00:00 午後,22.872,,,,,
222,01/19/23 02:00:00 午後,22.753,,,,,
223,01/19/23 03:00:00 午後,22.776,,,,,
224,01/19/23 04:00:00 午後,22.8,,,,,
225,01/19/23 05:00:00 午後,22.8,,,,,
226,01/19/23 06:00:00 午後,22.776,,,,,
227,01/19/23 07:00:00 午後,22.729,,,,,
228,01/19/23 08:00:00 午後,22.8,,,,,
229,01/19/23 09:00:00 午後,22.681,,,,,
230,01/19/23 10:00:00 午後,22.705,,,,,
231,01/19/23 11:00:00 午後,22.705,,,,,
232,01/20/23 12:00:00 午前,22.729,,,,,
233,01/20/23 01:00:00 午前,22.705,,,,,
234,01/20/23 02:00:00 午前,22.681,,,,,
235,01/20/23 03:00:00 午前,22.633,,,,,
236,01/20/23 04:00:00 午前,22.585,,,,,
237,01/20/23 05:00:00 午前,22.585,,,,,
238,01/20/23 06:00:00 午前,22.609,,,,,
239,01/20/23 07:00:00 午前,22.585,,,,,
240,01/20/23 08:00:00 午前,22.513,,,,,
241,01/20/23 09:00:00 午前,22.489,,,,,
242,01/20/23 10:00:00 午前,22.441,,,,,
243,01/20/23 11:00:00 午前,22.753,,,,,
244,01/20/23 12:00:00 午後,22.92,,,,,
245,01/20/23 01:00:00 午後,22.968,,,,,
246,01/20/23 02:00:00 午後,22.776,,,,,
247,01/20/23 03:00:00 午後,22.753,,,,,
248,01/20/23 04:00:00 午後,22.609,,,,,
249,01/20/23 05:00:00 午後,22.537,,,,,
250,01/20/23 06:00:00 午後,22.513,,,,,
251,01/20/23 07:00:00 午後,22.489,,,,,
252,01/20/23 08:00:00 午後,22.465,,,,,
253,01/20/23 09:00:00 午後,22.585,,,,,
254,01/20/23 10:00:00 午後,22.513,,,,,
255,01/20/23 11:00:00 午後,22.753,,,,,
256,01/21/23 12:00:00 午前,22.872,,,,,
257,01/21/23 01:00:00 午前,22.896,,,,,
258,01/21/23 02:00:00 午前,22.968,,,,,
259,01/21/23 03:00:00 午前,22.992,,,,,
260,01/21/23 04:00:00 午前,22.944,,,,,
261,01/21/23 05:00:00 午前,22.321,,,,,
