プロット タイトル: site18_spot007_2021,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20016016, SEN S/N: 20016016)",カプラー取り外し (LGR S/N: 20016016),カプラー取り付け (LGR S/N: 20016016),ホスト接続 (LGR S/N: 20016016),停止済み (LGR S/N: 20016016),ファイルの終わり (LGR S/N: 20016016)
1,12/23/20 08:00:00 午前,27.284,記録,,,,
2,12/23/20 09:00:00 午前,22.633,,,,,
3,12/23/20 10:00:00 午前,22.393,,,,,
4,12/23/20 11:00:00 午前,23.256,,,,,
5,12/23/20 12:00:00 午後,23.256,,,,,
6,12/23/20 01:00:00 午後,23.256,,,,,
7,12/23/20 02:00:00 午後,23.28,,,,,
8,12/23/20 03:00:00 午後,23.28,,,,,
9,12/23/20 04:00:00 午後,23.256,,,,,
10,12/23/20 05:00:00 午後,23.256,,,,,
11,12/23/20 06:00:00 午後,23.232,,,,,
12,12/23/20 07:00:00 午後,23.16,,,,,
13,12/23/20 08:00:00 午後,23.112,,,,,
14,12/23/20 09:00:00 午後,23.064,,,,,
15,12/23/20 10:00:00 午後,22.968,,,,,
16,12/23/20 11:00:00 午後,22.92,,,,,
17,12/24/20 12:00:00 午前,22.92,,,,,
18,12/24/20 01:00:00 午前,23.016,,,,,
19,12/24/20 02:00:00 午前,23.016,,,,,
20,12/24/20 03:00:00 午前,22.992,,,,,
21,12/24/20 04:00:00 午前,22.896,,,,,
22,12/24/20 05:00:00 午前,22.872,,,,,
23,12/24/20 06:00:00 午前,23.016,,,,,
24,12/24/20 07:00:00 午前,22.968,,,,,
25,12/24/20 08:00:00 午前,22.92,,,,,
26,12/24/20 09:00:00 午前,23.04,,,,,
27,12/24/20 10:00:00 午前,23.112,,,,,
28,12/24/20 11:00:00 午前,23.136,,,,,
29,12/24/20 12:00:00 午後,23.184,,,,,
30,12/24/20 01:00:00 午後,23.184,,,,,
31,12/24/20 02:00:00 午後,23.16,,,,,
32,12/24/20 03:00:00 午後,23.16,,,,,
33,12/24/20 04:00:00 午後,23.16,,,,,
34,12/24/20 05:00:00 午後,23.16,,,,,
35,12/24/20 06:00:00 午後,23.16,,,,,
36,12/24/20 07:00:00 午後,23.16,,,,,
37,12/24/20 08:00:00 午後,23.232,,,,,
38,12/24/20 09:00:00 午後,23.256,,,,,
39,12/24/20 10:00:00 午後,23.232,,,,,
40,12/24/20 11:00:00 午後,23.232,,,,,
41,12/25/20 12:00:00 午前,23.256,,,,,
42,12/25/20 01:00:00 午前,23.28,,,,,
43,12/25/20 02:00:00 午前,23.28,,,,,
44,12/25/20 03:00:00 午前,23.28,,,,,
45,12/25/20 04:00:00 午前,23.256,,,,,
46,12/25/20 05:00:00 午前,23.256,,,,,
47,12/25/20 06:00:00 午前,23.256,,,,,
48,12/25/20 07:00:00 午前,23.256,,,,,
49,12/25/20 08:00:00 午前,23.28,,,,,
50,12/25/20 09:00:00 午前,23.28,,,,,
51,12/25/20 10:00:00 午前,23.304,,,,,
52,12/25/20 11:00:00 午前,23.304,,,,,
53,12/25/20 12:00:00 午後,23.376,,,,,
54,12/25/20 01:00:00 午後,23.376,,,,,
55,12/25/20 02:00:00 午後,23.376,,,,,
56,12/25/20 03:00:00 午後,23.352,,,,,
57,12/25/20 04:00:00 午後,23.352,,,,,
58,12/25/20 05:00:00 午後,23.304,,,,,
59,12/25/20 06:00:00 午後,23.28,,,,,
