プロット タイトル: site10_spot002_2021,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20922257, SEN S/N: 20922257)",カプラー取り外し (LGR S/N: 20922257),カプラー取り付け (LGR S/N: 20922257),ホスト接続 (LGR S/N: 20922257),停止済み (LGR S/N: 20922257),ファイルの終わり (LGR S/N: 20922257)
1,11/22/20 09:00:00 午前,27.014,記録,,,,
2,11/22/20 10:00:00 午前,28.493,,,,,
3,11/22/20 11:00:00 午前,30.343,,,,,
4,11/22/20 12:00:00 午後,31.052,,,,,
5,11/22/20 01:00:00 午後,28.99,,,,,
6,11/22/20 02:00:00 午後,25.574,,,,,
7,11/22/20 03:00:00 午後,25.574,,,,,
8,11/22/20 04:00:00 午後,25.574,,,,,
9,11/22/20 05:00:00 午後,25.574,,,,,
10,11/22/20 06:00:00 午後,25.574,,,,,
11,11/22/20 07:00:00 午後,25.55,,,,,
12,11/22/20 08:00:00 午後,25.525,,,,,
13,11/22/20 09:00:00 午後,25.501,,,,,
14,11/22/20 10:00:00 午後,25.501,,,,,
15,11/22/20 11:00:00 午後,25.477,,,,,
16,11/23/20 12:00:00 午前,25.477,,,,,
17,11/23/20 01:00:00 午前,25.477,,,,,
18,11/23/20 02:00:00 午前,25.453,,,,,
19,11/23/20 03:00:00 午前,25.453,,,,,
20,11/23/20 04:00:00 午前,25.428,,,,,
21,11/23/20 05:00:00 午前,25.404,,,,,
22,11/23/20 06:00:00 午前,25.38,,,,,
23,11/23/20 07:00:00 午前,25.38,,,,,
24,11/23/20 08:00:00 午前,25.404,,,,,
25,11/23/20 09:00:00 午前,25.428,,,,,
26,11/23/20 10:00:00 午前,25.477,,,,,
27,11/23/20 11:00:00 午前,25.453,,,,,
28,11/23/20 12:00:00 午後,25.477,,,,,
29,11/23/20 01:00:00 午後,25.574,,,,,
30,11/23/20 02:00:00 午後,25.55,,,,,
31,11/23/20 03:00:00 午後,25.574,,,,,
32,11/23/20 04:00:00 午後,25.574,,,,,
33,11/23/20 05:00:00 午後,25.453,,,,,
34,11/23/20 06:00:00 午後,25.38,,,,,
35,11/23/20 07:00:00 午後,25.38,,,,,
36,11/23/20 08:00:00 午後,25.404,,,,,
37,11/23/20 09:00:00 午後,25.428,,,,,
38,11/23/20 10:00:00 午後,25.428,,,,,
39,11/23/20 11:00:00 午後,25.453,,,,,
40,11/24/20 12:00:00 午前,25.404,,,,,
41,11/24/20 01:00:00 午前,25.404,,,,,
42,11/24/20 02:00:00 午前,25.428,,,,,
43,11/24/20 03:00:00 午前,25.38,,,,,
44,11/24/20 04:00:00 午前,25.331,,,,,
45,11/24/20 05:00:00 午前,25.307,,,,,
46,11/24/20 06:00:00 午前,25.307,,,,,
47,11/24/20 07:00:00 午前,25.283,,,,,
48,11/24/20 08:00:00 午前,25.283,,,,,
49,11/24/20 09:00:00 午前,25.331,,,,,
50,11/24/20 10:00:00 午前,25.404,,,,,
51,11/24/20 11:00:00 午前,25.477,,,,,
52,11/24/20 12:00:00 午後,25.525,,,,,
53,11/24/20 01:00:00 午後,25.55,,,,,
54,11/24/20 02:00:00 午後,25.525,,,,,
55,11/24/20 03:00:00 午後,25.525,,,,,
