プロット タイトル: site11_spot019_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054372, SEN S/N: 20054372)",カプラー取り外し (LGR S/N: 20054372),カプラー取り付け (LGR S/N: 20054372),ホスト接続 (LGR S/N: 20054372),停止済み (LGR S/N: 20054372),ファイルの終わり (LGR S/N: 20054372)
1,09/07/23 09:00:00 午前,27.259,記録,,,,
2,09/07/23 09:30:00 午前,29.615,,,,,
3,09/07/23 10:00:00 午前,29.665,,,,,
4,09/07/23 10:30:00 午前,29.64,,,,,
5,09/07/23 11:00:00 午前,29.64,,,,,
6,09/07/23 11:30:00 午前,29.715,,,,,
7,09/07/23 12:00:00 午後,29.715,,,,,
8,09/07/23 12:30:00 午後,29.765,,,,,
9,09/07/23 01:00:00 午後,29.865,,,,,
10,09/07/23 01:30:00 午後,29.84,,,,,
11,09/07/23 02:00:00 午後,29.865,,,,,
12,09/07/23 02:30:00 午後,29.865,,,,,
13,09/07/23 03:00:00 午後,29.89,,,,,
14,09/07/23 03:30:00 午後,29.865,,,,,
15,09/07/23 04:00:00 午後,29.865,,,,,
16,09/07/23 04:30:00 午後,29.916,,,,,
17,09/07/23 05:00:00 午後,29.991,,,,,
18,09/07/23 05:30:00 午後,29.966,,,,,
19,09/07/23 06:00:00 午後,29.916,,,,,
20,09/07/23 06:30:00 午後,29.89,,,,,
21,09/07/23 07:00:00 午後,29.865,,,,,
22,09/07/23 07:30:00 午後,29.84,,,,,
23,09/07/23 08:00:00 午後,29.84,,,,,
24,09/07/23 08:30:00 午後,29.84,,,,,
25,09/07/23 09:00:00 午後,29.815,,,,,
26,09/07/23 09:30:00 午後,29.815,,,,,
27,09/07/23 10:00:00 午後,29.79,,,,,
28,09/07/23 10:30:00 午後,29.765,,,,,
29,09/07/23 11:00:00 午後,29.74,,,,,
30,09/07/23 11:30:00 午後,29.74,,,,,
31,09/08/23 12:00:00 午前,29.74,,,,,
32,09/08/23 12:30:00 午前,29.715,,,,,
33,09/08/23 01:00:00 午前,29.715,,,,,
34,09/08/23 01:30:00 午前,29.69,,,,,
35,09/08/23 02:00:00 午前,29.665,,,,,
36,09/08/23 02:30:00 午前,29.64,,,,,
37,09/08/23 03:00:00 午前,29.64,,,,,
38,09/08/23 03:30:00 午前,29.615,,,,,
39,09/08/23 04:00:00 午前,29.59,,,,,
40,09/08/23 04:30:00 午前,29.59,,,,,
41,09/08/23 05:00:00 午前,29.565,,,,,
42,09/08/23 05:30:00 午前,29.54,,,,,
43,09/08/23 06:00:00 午前,29.515,,,,,
44,09/08/23 06:30:00 午前,29.49,,,,,
45,09/08/23 07:00:00 午前,29.464,,,,,
46,09/08/23 07:30:00 午前,29.439,,,,,
47,09/08/23 08:00:00 午前,29.365,,,,,
48,09/08/23 08:30:00 午前,29.315,,,,,
49,09/08/23 09:00:00 午前,29.29,,,,,
50,09/08/23 09:30:00 午前,29.215,,,,,
51,09/08/23 10:00:00 午前,29.14,,,,,
52,09/08/23 10:30:00 午前,29.09,,,,,
53,09/08/23 11:00:00 午前,29.015,,,,,
54,09/08/23 11:30:00 午前,28.99,,,,,
55,09/08/23 12:00:00 午後,28.99,,,,,
56,09/08/23 12:30:00 午後,28.941,,,,,
57,09/08/23 01:00:00 午後,28.916,,,,,
58,09/08/23 01:30:00 午後,28.916,,,,,
59,09/08/23 02:00:00 午後,28.941,,,,,
60,09/08/23 02:30:00 午後,28.941,,,,,
61,09/08/23 03:00:00 午後,28.941,,,,,
62,09/08/23 03:30:00 午後,28.941,,,,,
63,09/08/23 04:00:00 午後,28.916,,,,,
64,09/08/23 04:30:00 午後,28.916,,,,,
65,09/08/23 05:00:00 午後,28.891,,,,,
66,09/08/23 05:30:00 午後,28.866,,,,,
67,09/08/23 06:00:00 午後,28.841,,,,,
68,09/08/23 06:30:00 午後,28.816,,,,,
69,09/08/23 07:00:00 午後,28.791,,,,,
70,09/08/23 07:30:00 午後,28.791,,,,,
71,09/08/23 08:00:00 午後,28.766,,,,,
72,09/08/23 08:30:00 午後,28.742,,,,,
73,09/08/23 09:00:00 午後,28.742,,,,,
74,09/08/23 09:30:00 午後,28.742,,,,,
75,09/08/23 10:00:00 午後,28.742,,,,,
76,09/08/23 10:30:00 午後,28.692,,,,,
77,09/08/23 11:00:00 午後,28.617,,,,,
78,09/08/23 11:30:00 午後,28.568,,,,,
79,09/09/23 12:00:00 午前,28.543,,,,,
80,09/09/23 12:30:00 午前,28.518,,,,,
81,09/09/23 01:00:00 午前,28.518,,,,,
82,09/09/23 01:30:00 午前,28.493,,,,,
83,09/09/23 02:00:00 午前,28.468,,,,,
84,09/09/23 02:30:00 午前,28.468,,,,,
85,09/09/23 03:00:00 午前,28.444,,,,,
86,09/09/23 03:30:00 午前,28.444,,,,,
87,09/09/23 04:00:00 午前,28.468,,,,,
88,09/09/23 04:30:00 午前,28.518,,,,,
89,09/09/23 05:00:00 午前,28.568,,,,,
90,09/09/23 05:30:00 午前,28.617,,,,,
91,09/09/23 06:00:00 午前,28.667,,,,,
92,09/09/23 06:30:00 午前,28.667,,,,,
93,09/09/23 07:00:00 午前,28.642,,,,,
94,09/09/23 07:30:00 午前,28.642,,,,,
95,09/09/23 08:00:00 午前,28.667,,,,,
96,09/09/23 08:30:00 午前,28.717,,,,,
97,09/09/23 09:00:00 午前,28.717,,,,,
98,09/09/23 09:30:00 午前,28.717,,,,,
99,09/09/23 10:00:00 午前,28.841,,,,,
100,09/09/23 10:30:00 午前,28.916,,,,,
101,09/09/23 11:00:00 午前,29.04,,,,,
102,09/09/23 11:30:00 午前,29.19,,,,,
103,09/09/23 12:00:00 午後,29.315,,,,,
104,09/09/23 12:30:00 午後,29.414,,,,,
105,09/09/23 01:00:00 午後,29.515,,,,,
106,09/09/23 01:30:00 午後,29.615,,,,,
107,09/09/23 02:00:00 午後,29.715,,,,,
108,09/09/23 02:30:00 午後,29.765,,,,,
109,09/09/23 03:00:00 午後,29.84,,,,,
110,09/09/23 03:30:00 午後,29.916,,,,,
111,09/09/23 04:00:00 午後,29.941,,,,,
112,09/09/23 04:30:00 午後,29.916,,,,,
113,09/09/23 05:00:00 午後,29.941,,,,,
114,09/09/23 05:30:00 午後,30.016,,,,,
115,09/09/23 06:00:00 午後,30.091,,,,,
116,09/09/23 06:30:00 午後,30.117,,,,,
117,09/09/23 07:00:00 午後,30.167,,,,,
118,09/09/23 07:30:00 午後,30.217,,,,,
119,09/09/23 08:00:00 午後,30.217,,,,,
120,09/09/23 08:30:00 午後,30.217,,,,,
121,09/09/23 09:00:00 午後,30.192,,,,,
122,09/09/23 09:30:00 午後,30.167,,,,,
123,09/09/23 10:00:00 午後,30.091,,,,,
124,09/09/23 10:30:00 午後,30.066,,,,,
125,09/09/23 11:00:00 午後,30.016,,,,,
126,09/09/23 11:30:00 午後,29.916,,,,,
127,09/10/23 12:00:00 午前,29.89,,,,,
128,09/10/23 12:30:00 午前,29.865,,,,,
129,09/10/23 01:00:00 午前,29.815,,,,,
130,09/10/23 01:30:00 午前,29.715,,,,,
