プロット タイトル: site09_spot001_2021,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20922255, SEN S/N: 20922255)",カプラー取り外し (LGR S/N: 20922255),カプラー取り付け (LGR S/N: 20922255),ホスト接続 (LGR S/N: 20922255),停止済み (LGR S/N: 20922255),ファイルの終わり (LGR S/N: 20922255)
1,11/22/20 09:00:00 午前,27.087,記録,,,,
2,11/22/20 10:00:00 午前,28.518,,,,,
3,11/22/20 11:00:00 午前,30.343,,,,,
4,11/22/20 12:00:00 午後,30.722,,,,,
5,11/22/20 01:00:00 午後,28.692,,,,,
6,11/22/20 02:00:00 午後,29.365,,,,,
7,11/22/20 03:00:00 午後,27.259,,,,,
8,11/22/20 04:00:00 午後,25.963,,,,,
9,11/22/20 05:00:00 午後,25.817,,,,,
10,11/22/20 06:00:00 午後,25.768,,,,,
11,11/22/20 07:00:00 午後,25.72,,,,,
12,11/22/20 08:00:00 午後,25.647,,,,,
13,11/22/20 09:00:00 午後,25.55,,,,,
14,11/22/20 10:00:00 午後,25.477,,,,,
15,11/22/20 11:00:00 午後,25.38,,,,,
16,11/23/20 12:00:00 午前,25.355,,,,,
17,11/23/20 01:00:00 午前,25.331,,,,,
18,11/23/20 02:00:00 午前,25.355,,,,,
19,11/23/20 03:00:00 午前,25.355,,,,,
20,11/23/20 04:00:00 午前,25.38,,,,,
21,11/23/20 05:00:00 午前,25.428,,,,,
22,11/23/20 06:00:00 午前,25.38,,,,,
23,11/23/20 07:00:00 午前,25.38,,,,,
24,11/23/20 08:00:00 午前,25.38,,,,,
25,11/23/20 09:00:00 午前,25.38,,,,,
26,11/23/20 10:00:00 午前,25.38,,,,,
27,11/23/20 11:00:00 午前,25.331,,,,,
28,11/23/20 12:00:00 午後,25.404,,,,,
29,11/23/20 01:00:00 午後,25.477,,,,,
30,11/23/20 02:00:00 午後,25.477,,,,,
31,11/23/20 03:00:00 午後,25.55,,,,,
32,11/23/20 04:00:00 午後,25.574,,,,,
33,11/23/20 05:00:00 午後,25.574,,,,,
34,11/23/20 06:00:00 午後,25.598,,,,,
35,11/23/20 07:00:00 午後,25.574,,,,,
36,11/23/20 08:00:00 午後,25.525,,,,,
37,11/23/20 09:00:00 午後,25.453,,,,,
38,11/23/20 10:00:00 午後,25.404,,,,,
39,11/23/20 11:00:00 午後,25.38,,,,,
40,11/24/20 12:00:00 午前,25.331,,,,,
41,11/24/20 01:00:00 午前,25.331,,,,,
42,11/24/20 02:00:00 午前,25.307,,,,,
43,11/24/20 03:00:00 午前,25.331,,,,,
